North Square
Review,Rating,Date
"Been to North Square many, many times and it's always a great meal!",5,"Dined on December 20, 2013"
North Square is a neighborhood gem that is a great place for lunch with a small group. Halibut was perfectly seasoned and cooked. Chocolate mousse delicious. The small restaurant was quiet and lovely. Cool Klimt reproductions done with hand-painted subway tiles added to the relaxing atmosphere.,5,"Dined on December 18, 2013"
"was one of eight women to celebrate a birthday. Service was very, very, very slow. Had to ask for table to be cleared. Ordered ice coffee didnt arrive but was on check. Ordered an extra bread pudding which didnt come (one ordered wasnt good) so no great loss there. Usually service is much better. Maybe should go with a lot of people",4,"Dined on December 16, 2013"
"Came here with 2 friends for brunch. THe service was excellent and they accommodated for some special dietary restrictions with ease. The brunch tasting was awesome and gave a variety of foods. The chicken apple sausage is excellent to be sure to order that. The ambiance is rather plain, but fine. I was happy that is was a quiet and comfortable atmosphere despite being full so that I could still here my friends talk. With great food and service, I would definitely come back!",4,"Dined on December 15, 2013"
Food was fantastic but the service was awful. Always had to ask for everything. No one ever came by to check on us,3,"Dined on December 15, 2013"
"North Square has been one of our go-to restaurants for years. It has consistently great food, the prices are moderate, and the service is excellent. The wine list is interesting and well-priced. It's also a place where you don't have to stain to hear your dinner companions.",4,"Dined on December 14, 2013"
"If you have never heard of North Square but you just discovered how wonderful it is, don't tell anyone. If you do, it will be packed and we will never be able to get in again. Delicious food, great wine list and an attentive, thoughtful staff make this an absolute perfect place for a quiet dinner with someone special...but please don't tell anyone!",4,"Dined on December 14, 2013"
Enjoyed a relaxing and unhurried dinner with a friend. We were able to talk without straining ears or voice...very civilized...and the food was terrific! We had excellent salads and I had the salmon which was fresh and perfectly cooked as requested. Side dishes of spinach and garlic and herbed queonia were very good...as was the bread. We enjoyed everything and will recommend it to my older friends who want a lovely low key place to dine.,4,"Dined on December 10, 2013"
"North Square is a good lunch place. The food is good, pretty light and nicely varied. Best not to be from NYU or you may run into everyone you know. Service is efficient and unobtrusive. Noise level, at least in front, is low. If you get there early they have a few booths in back and I think one can reserve one when making a reservation, although you may need three people.",4,"Dined on December 9, 2013"
"Superb food and service are still the norm at this neighbouhood gem. Knowledgeable staff - particularly Jovani - who describe dishes to a tee and a wine to accompany. Never disappointed at North Square, always a treat.",5,"Dined on December 7, 2013"
"As always. Plenty of choices, beautifully prepared, and spot on service. Waiter also steered me to a better wine pairing than what I had ordered.",4,"Dined on December 3, 2013"
"Had never been to North Square before, but heard good things about their Thanksgiving dinner. We had about a 10 minute wait for our table in the very narrow, crowded dining room. The whole restaurant was clean, simply decorated, modern looking. My husband hated it! However when we were to be seated, we were directed out the front door and up the street to the Washington Square Hotel entrance, through the lobby and into the old-fashioned, dark-panelled barroom! Quite a strange set-up. My husband loved it, me less so. But the food was very good with many options besides turkey, plus we had comfortable seats and plenty of room. At $55 prix fix for appetizer, entree, dessert and coffee, a very good value.",3,"Dined on November 29, 2013"
"It is nice to have a warm, welcoming place where the food is reliable.",4,"Dined on November 29, 2013"
Enjoyed a wonderful meal with great service! Have dined here several times..always top notch #,5,"Dined on November 29, 2013"
"We needed a quiet, pleasant place for a lunch meeting for four where the food would be good and that prices reasonable. Hit the mark on all counts.",3,"Dined on November 27, 2013"
"I eat lunch here often but maybe I'll start going more often for dinner, too. We were five people in my party and everyone loved the food. The duck got raves, my son loved his pork ribeye, and my scallops were perfectly cooked. The crab and lobster cakes were a perfect first course, and both desserts (chocolate mousse cake, spicy bread pudding) were eagerly devoured. And the bread here is always great. Plus they have a fine list of wines by the glass and pour generously. When my husband admitted that he didn't love his cocktail, the waiter immediately asked what would make it better and brought a new version (which he did indeed like better). As always in North Square the service was very pleasant but a little slow.",4,"Dined on November 25, 2013"
